asn
58717
58715
17494
58682
139901
132884
10075
139009
150178
140684
134371
150748
137491
132602
58945
58689
17806
9441
149994
58655
59378
137967
141731
138482
23688
134734
58656
137453
24323
63961
38203
23956
150696
23923
138004
149765
138640
9230
132366
45905
134599
58629
55492
63969
56264
45588
24342
17469
134732
132608
138346
137526
63996
24122
138192
134204
134146
58923
38712
58826
58768
153038
150774
147181
136514
132267
56054
55406
135654
9832
45326
38493
23991
137868
132298
63526
139771
138043
131464
9825
63932
58688
150001
149876
140228
134562
134180
7565
64074
45766
38614
24432
139931
139870
138694
136429
135341
133957
59362
58668
38026
38017
17471
141988
141010
139325
138536
137532
137425
137403
137385
136014
135615
135037
134990
132436
63984
59365
59249
38200
153551
151957
151835
150142
147006
141452
141433
141209
140068
139642
138660
138623
138385
138336
138014
137541
137530
136224
136215
136141
134841
134236
133954
133854
133112
132622
132092
64072
64037
59353
58890
58813
58778
58752
55344
38562
38256
38067
38031
38011
24556
24389
153377
153370
152718
152698
152690
152114
151967
141773
141474
140957
140612
140229
140077
140063
139928
139841
139722
139716
138998
138575
137703
137553
137485
137432
136759
136555
136435
136396
136266
136156
135881
135604
135420
135076
134970
134785
134749
134226
133938
133766
133430
64043
64018
59332
59239
58912
58800
58736
55828
45245
38592
18230
152606
152479
152110
151981
151629
151620
151614
151500
150718
150156
150132
149983
149478
149449
149433
149421
149312
149287
149035
149019
148993
147314
147180
147022
146957
146946
142595
142547
142123
142122
142044
141460
141442
141386
141351
141346
141194
141181
141045
140865
140849
140600
140585
140287
139904
139780
139758
139735
139708
139283
139282
139053
138697
138601
138561
138505
138501
138418
138362
138320
138198
137964
137828
137704
137584
137578
137449
137435
137059
137034
136948
136941
136815
136813
136598
136558
136450
136425
136395
136267
136145
136134
135882
135517
135413
135310
135092
134971
134968
134952
134812
134712
134702
134601
134201
134153
134116
133866
133770
133443
132490
132129
131243
64092
64065
64012
63980
63963
63890
63851
59361
59321
58935
58926
58889
58616
58445
55531
45925
45276
38744
38313
38303
38071
18109
153800
153688
153681
153550
153528
152732
152685
152637
152632
152593
151989
151820
151812
151624
151608
151474
151184
150740
150737
150735
150732
150699
150441
150434
150406
150341
150340
150336
150291
150165
150164
149985
149980
149865
149809
149777
149659
149653
149649
149643
149489
149453
149451
149415
149311
149309
149281
149058
149033
147294
147053
147029
147001
146988
142627
142577
142298
142278
142060
142058
141991
141745
141737
141723
141701
141462
141458
141456
141423
141412
141398
141357
141231
141198
141185
141038
140954
140934
140898
140888
140606
140546
140539
140321
140267
140244
140226
140219
140215
140093
140087
140084
140080
140076
140071
140069
140036
139927
139839
139825
139816
139813
139809
139808
139691
139675
139643
139622
139599
139590
139326
139300
139294
139064
139041
139029
139027
139026
139008
139004
138701
138659
138636
138622
138619
138596
138594
138549
138509
138492
138470
138452
138431
138408
138403
138358
138343
138191
138171
138026
137959
137953
137947
137943
137889
137884
137842
137834
137570
137568
137554
137542
137505
137498
137416
137252
137186
137078
137067
137048
137029
136911
136563
136556
136534
136531
136519
136438
136434
136428
136275
136256
136217
136027
135628
135613
135584
135578
135527
135346
135155
135124
135101
135019
134790
134781
134750
134676
134480
134424
134186
134122
134113
134106
133477
133368
133331
132869
132800
132275
132073
131183
9651
9451
64077
64063
64058
64053
64046
63987
63967
63957
63923
63914
63844
63843
63826
59340
59209
58946
58814
58732
58704
58695
58601
58599
58581
58527
56032
51447
45532
45282
45273
38588
38315
38210
38054
23729
18022
17641
154131
154112
154109
154103
154071
154062
154009
153899
153737
153667
153610
153530
153493
153491
153490
153385
153378
153365
153358
153345
153343
153329
153316
153310
153307
152932
152928
152916
152850
152844
152729
152726
152725
152723
152679
152675
152661
152639
152636
152585
152482
152469
152456
152455
152449
152446
152342
152336
152328
152322
152300
152185
152176
152168
152163
152160
152149
152147
152138
152137
152126
152103
151968
151960
151837
151832
151803
151791
151781
151638
151501
151489
151488
151484
151479
151477
151476
151370
151359
151339
151327
151318
151215
151204
151200
151183
151076
151064
151054
151050
150811
150793
150782
150778
150747
150745
150738
150722
150715
150714
150701
150695
150687
150669
150668
150665
150661
150459
150458
150457
150451
150442
150435
150408
150399
150397
150394
150385
150384
150379
150352
150351
150348
150335
150334
150330
150319
150312
150304
150302
150176
150175
150168
150152
150114
149995
149988
149987
149873
149868
149863
149854
149832
149819
149806
149638
149636
149630
149524
149517
149514
149508
149504
149501
149498
149497
149492
149483
149474
149473
149452
149445
149442
149432
149425
149420
149414
149303
149295
149179
149169
149162
149060
149048
149041
149028
149016
149015
149001
148988
148986
148975
148974
147307
147303
147298
147292
147175
147070
147063
147059
147033
147017
146990
146956
146953
142634
142633
142623
142619
142571
142558
142557
142543
142428
142407
142287
142162
142159
142158
142157
142153
142136
142134
142124
142054
142028
142021
142016
142015
141997
141782
141765
141763
141744
141740
141707
141473
141467
141463
141448
141446
141436
141434
141418
141414
141393
141385
141345
141227
141225
141219
141184
141178
141166
141155
141154
141149
141003
140992
140991
140986
140976
140963
140962
140950
140930
140916
140906
140889
140887
140879
140877
140864
140843
140712
140711
140674
140668
140664
140644
